-178.0	83.7443155625	0.689553767408
-158.0	89.1554255313	0.873327832404
-138.0	92.3282428437	1.35980925509
-118.0	99.2601008437	0.956689694299
-98.0	103.405723	1.16379928275
-78.0	107.931575344	1.10624707428
-58.0	111.619376625	0.126968636344
-38.0	111.637401062	0.780772619206
-18.0	111.689242937	0.134173277365
2.0	110.727939031	0.138380303317
22.0	108.723277563	0.373401736338
42.0	102.871341219	0.447655543143
62.0	98.8918871875	0.55377538833
82.0	93.1671518438	0.668833151542
102.0	89.3703455313	0.379503564272
122.0	85.5809206563	0.752749822297
142.0	82.6681704062	0.414901563425
162.0	83.3560175625	0.921484555628
