-178.0	283.456019781	1.01787808995
-158.0	288.459605719	0.705451413725
-138.0	302.521590687	1.51518200316
-118.0	319.850463312	2.41759606109
-98.0	346.224689	2.06936393697
-78.0	13.2804100938	3.0548989278
-58.0	37.040233125	1.63567705682
-38.0	52.73145625	1.73185980769
-18.0	58.0790514687	0.988693954617
2.0	60.8426280313	0.250945452963
22.0	56.1708635937	0.612226129993
42.0	44.8925394063	0.862811353891
62.0	25.2596277812	1.53380207163
82.0	4.728240375	2.28255709209
102.0	343.002776719	2.04832632592
122.0	319.207763125	1.41078332906
142.0	297.703055875	1.29825524624
162.0	285.783404813	0.561160440834
