-178.0	134.331035187	0.124817996781
-158.0	136.072883094	0.111404483993
-138.0	140.427073844	0.104035658262
-118.0	146.700267312	0.0548573952573
-98.0	154.152087656	0.143061770521
-78.0	161.627425687	0.0726272512641
-58.0	168.147982969	0.0520704595647
-38.0	173.009604938	0.0923001351607
-18.0	175.989817937	0.135853729657
2.0	176.530894781	0.171729599702
22.0	174.829558875	0.066051960073
42.0	171.008204875	0.0753831782493
62.0	165.563277656	0.0391478177689
82.0	158.883246906	0.0879958564663
102.0	151.689777031	0.0349156847777
122.0	145.009402812	0.0533607401482
142.0	139.232825687	0.0594047611577
162.0	135.56991525	0.0797277876187
