Bpm:7-P11	Bpm:8-P11	Bpm:9-P11	Bpm:10-P11
-178.0	 85.60107365  24.47094678 311.55812033 256.38368167
-163.0	 76.16285652 354.70019487 261.44604445 185.82975715
-148.0	 63.09448197 309.30276442 183.70555063  75.55325275
-133.0	 47.10086015 251.17808488  83.31014957 292.60450697
-118.0	 30.49722243 189.23579358 335.42262222 139.33410597
-103.0	 14.70135453 127.99992325 227.93142655 346.39782677
-88.0	359.06231632  65.68409678 117.8296046  189.74047797
-73.0	343.1866603  358.46150165 259.21993965  18.77590892
-58.0	329.30186417 293.66661025 241.11103775 211.3266901 
-43.0	320.54356338 242.75088447 150.69259592  77.42340037
-28.0	314.3811945  212.16439775  93.48857068 357.03781087
-13.0	313.32815503 196.1143336   62.48089558 311.0686794 
2.0	317.49224797 199.8929438   65.61392155 312.9455561 
17.0	328.5420222  232.40808053 120.02893017  28.94334368
32.0	347.51129108 299.88734387 238.7048945  200.64262342
47.0	10.06608535 28.16207838 36.30363415 65.4239955 
62.0	 31.77877757 121.27587845 194.663177   297.89524795
77.0	 52.40162608 206.72355613 351.66192582 153.73910482
92.0	 71.6266017  287.86967415 135.028976   184.33712718
107.0	 86.12869215 352.05619758 247.29029793 165.01286275
122.0	 92.72337295  27.81381175 311.0733484  255.49420113
137.0	 95.0971065   45.42846635 343.60839798 301.30540418
152.0	 94.30856283  48.94161935 351.46087603 312.52189588
167.0	 91.10110428  41.44029183 339.67735237 296.06094303
