Bpm:21-P11	Bpm:21-P11	Bpm:22-P11	Bpm:23-P11
-178.0	 21.87185617  21.87185617 130.15969802 134.6077876 
-163.0	  5.55537365   5.55537365 105.35833685 101.11239582
-148.0	349.12257328 349.12257328  80.8247676   68.37107798
-133.0	336.6319423  336.6319423   62.08964495  43.41975348
-118.0	327.01835587 327.01835587  47.20838872  23.15093945
-103.0	318.8787226  318.8787226   34.84588565   6.57009838
-88.0	315.22988845 315.22988845  29.64399667 269.71215763
-73.0	317.38101155 317.38101155  33.0262752    4.30828805
-58.0	329.9245142  329.9245142   51.52148388  28.9646296 
-43.0	340.06832838 340.06832838  67.41513015  50.62293952
-28.0	350.808288   350.808288    84.11077825  69.126388  
-13.0	147.0241237  147.0241237  102.738235    94.15681418
2.0	 17.96649123  17.96649123 124.90685985 128.14205887
17.0	 34.84011795  34.84011795 150.37811228 162.17674208
32.0	 52.50256292  52.50256292 177.0769496  197.99876355
47.0	 63.97325085  63.97325085 195.01034495 222.23762465
62.0	 65.2000118   65.2000118  198.65821793 228.42320205
77.0	 73.99731403  73.99731403 211.23701425 244.68626353
92.0	 82.70233108  82.70233108 222.48371843 258.40708877
107.0	 73.66278023  73.66278023 210.90783642 244.33181715
122.0	 70.0800014   70.0800014  204.0041652  234.04792738
137.0	 61.99845833  61.99845833 191.33102365 216.79238832
152.0	 45.96322582  45.96322582 167.87109325 185.87013203
167.0	 35.4405207   35.4405207  151.12051338 162.84168958
