Bpm:11-P11	Bpm:11-P11	Bpm:11-P11	Bpm:12-P11
-178.0	180.95773263 180.95773263 180.95773263 155.78352297
-163.0	184.1912837  184.1912837  184.1912837  160.35617018
-148.0	164.29312078 164.29312078 164.29312078 132.83596758
-133.0	123.42658948 123.42658948 123.42658948  78.20233102
-118.0	66.55943253 66.55943253 66.55943253  4.170135  
-103.0	354.6632533  354.6632533  354.6632533  269.13537552
-88.0	270.00411932 270.00411932 270.00411932 156.37939412
-73.0	177.46037238 177.46037238 177.46037238  35.4572749 
-58.0	 76.84497022  76.84497022  76.84497022 262.5619807 
-43.0	352.28732252 352.28732252 352.28732252 150.80767773
-28.0	276.67378185 276.67378185 276.67378185  50.99262955
-13.0	220.52362008 220.52362008 220.52362008 337.18688905
2.0	178.10842848 178.10842848 178.10842848 280.86204467
17.0	155.72254897 155.72254897 155.72254897 251.08991958
32.0	167.9920802  167.9920802  167.9920802  267.08807328
47.0	215.59597722 215.59597722 215.59597722 329.58503675
62.0	284.34539733 284.34539733 284.34539733  60.2422938 
