Bpm:21-P11	Bpm:22-P11	Bpm:23-P11	Bpm:24-P11
-178.0	 62.68702648 171.91378732 177.18228105  25.56916768
-163.0	 55.17141677 154.6380611  149.9831538  348.83473155
-148.0	 47.38293405 136.82153263 122.13185067 311.17510935
-133.0	 45.02059893 124.00817817  98.85635328 277.63714545
-118.0	 44.58567762 118.42011967  88.03811602 261.64668218
-103.0	 45.93397465 119.5102381   88.9656367  262.13639777
-88.0	 47.62902787 125.06011917  99.27177388 277.40588328
-73.0	 47.70689343 134.59364265 114.31301828 296.90414377
-58.0	 40.57264652 130.6226344  116.29399067 215.04913282
-43.0	 55.33840898 165.57138013 172.00387515 111.44531195
-28.0	 61.2858577  185.78306525 206.37940935  70.2520747 
-13.0	 72.78730718 216.58818005 256.51661625 139.7173915 
2.0	 75.800857   232.0495142  284.52172805 179.93284565
17.0	 77.98768565 243.05671643 304.40478462 208.4712062 
32.0	 80.44203133 254.79327347 325.5044398  238.68099925
47.0	 78.8708492  257.2977443  332.0054622  249.14890992
62.0	 85.32559158 267.39569042 345.7389216  266.57844488
77.0	 79.45133915 260.18316605 337.08471635 256.4773402 
92.0	 83.64468335 259.58880568 331.7306666  246.34794562
107.0	 79.38610795 248.14297435 313.10252332 220.5184016 
122.0	 74.30795235 234.3994898  290.72584485 189.41308547
137.0	 73.8411707  219.20704605 260.80924945 144.73979128
152.0	 66.42663522 203.37519787 236.46725415 112.0428309 
167.0	 62.32022035 188.02249092 209.8486171   74.41081187
