Bpm:22-P11	Bpm:23-P11	Bpm:24-P11	Bpm:25-P11
-178.0	271.1999812  25.6457972 342.6659083 276.6869655
-163.0	270.9493556   27.73828072 348.0077357  286.0142207 
-148.0	273.05570933  30.45863298 351.46787968 290.35024978
-133.0	273.4046626   27.7908778  345.85771125 278.92694038
-118.0	271.76083325  20.62943982 333.39605665 256.31886252
-103.0	268.77543582  10.67898513 316.4685969  226.44964552
-88.0	265.54545545 357.1156763  292.5615229  183.07369948
-73.0	261.31022597 344.9244227  272.41328375 147.96977187
-58.0	257.20875492 321.5874018  229.75186113  68.6039881 
-43.0	252.60177565 304.9251246  201.1025385   79.90850772
-28.0	248.5574335  289.89500383 175.13621467 329.91737315
-13.0	244.5438533  277.87664742 155.23146008 294.3042292 
2.0	240.4769892  267.23446603 137.59057565 265.90209915
17.0	237.97045855 258.3262019  122.89594982 236.61598158
32.0	240.7310481  257.03640695 117.37614388 223.339416  
47.0	242.1458125  261.6900783  124.97593643 237.53485058
62.0	238.66754105 265.08650157 134.85539195 261.60726875
77.0	243.73292495 279.15724135 157.1180873  301.20227   
92.0	250.32664445 300.06614638 191.41273447  48.2347865 
107.0	251.1533656  313.58248855 217.25381412  54.0771784 
122.0	260.94589185 341.60572765 263.61584428 133.63371227
137.0	262.13680975 353.546493   286.64469862 177.07090713
152.0	265.00726265   6.90312143 311.10465955 221.89471395
167.0	271.03916878  20.64523265 333.19734142 258.0972744 
