Bpm:15-P11	Bpm:16-P11	Bpm:16-P11	Bpm:17-P11
-178.0	112.4883265   27.99879405  27.99879405  51.67460583
-163.0	122.23059033 102.9096218  102.9096218  149.87795963
-148.0	125.77354385 146.00514175 146.00514175 207.08363285
-133.0	130.14555315 186.31933537 186.31933537 262.4760127 
-118.0	133.52178915 218.3722224  218.3722224  300.7299953 
-103.0	136.1075587  238.1824946  238.1824946  328.11767532
-88.0	135.78263805 242.04034382 242.04034382 333.69474743
-73.0	138.85194343 250.19892838 250.19892838 343.68942207
-58.0	134.1819301  221.82577455 221.82577455 306.96432448
-43.0	132.66691535 203.7168727  203.7168727  282.90330455
-28.0	130.172607   171.79074042 171.79074042 240.49566598
-13.0	127.6248774  147.33723402 147.33723402 199.49771063
2.0	123.12391608 103.07331798 103.07331798 149.80339005
17.0	117.76300008  55.44895885  55.44895885  87.08477742
32.0	112.7252192  180.1108242  180.1108242  193.68250987
47.0	106.69605963 300.53498788 300.53498788 295.03797863
62.0	102.7541651  268.87815807 268.87815807 253.52064462
77.0	 98.93092293 236.34544322 236.34544322 211.92311045
92.0	 96.54826307 216.79637093 216.79637093 185.14956623
107.0	 97.60679582 217.5096583  217.5096583  185.72470045
122.0	 99.17385815 241.55035358 241.55035358 216.23565623
137.0	102.03167667 267.36410473 267.36410473 251.70281933
152.0	107.45329228 316.16935682 316.16935682 316.1399684 
167.0	111.05557203 177.9664302  177.9664302   11.39076185
