Bpm:11-P11	Bpm:11-P11	Bpm:12-P11	Bpm:13-P11
-178.0	133.90356395 133.90356395  89.33573855  73.2389827 
-163.0	185.48849435 185.48849435 165.98405415 174.93763675
-148.0	250.28846692 250.28846692 260.66931103 299.37565567
-133.0	286.32842967 286.32842967 314.6570887   11.22184707
-118.0	318.45973152 318.45973152  92.05142157  73.8917078 
-103.0	343.6638788  343.6638788   38.49169872 121.35662798
-88.0	351.10368297 351.10368297  49.59461933 135.95910595
-73.0	342.472137   342.472137    37.93620252 121.12316845
-58.0	325.12898203 325.12898203  12.2671962   87.00361582
-43.0	297.86022905 297.86022905 332.5035548   34.7185817 
-28.0	265.4365535  265.4365535  284.97560068 331.7880702 
-13.0	238.11135813 238.11135813 244.70988413 278.35935925
2.0	185.04327335 185.04327335 167.13445992 175.84194905
17.0	135.7150721  135.7150721   94.80569415  80.12672375
32.0	 78.55526683  78.55526683   9.92628428 328.47802682
47.0	 26.04020637  26.04020637 291.4969477  223.60171457
62.0	340.30961567 340.30961567 222.1969752  136.87852422
77.0	308.26332038 308.26332038 175.78797862  71.80361898
92.0	284.3529506  284.3529506  141.19038345  25.61119027
107.0	286.4584803  286.4584803  142.967422    27.88110305
122.0	307.3515925  307.3515925  173.70675613  68.21287492
137.0	339.45474195 339.45474195 221.82316545 132.22993417
152.0	 30.72340343  30.72340343 296.89054815 231.14891005
167.0	 74.87306165  74.87306165 164.65608163 318.70143077
