Bpm:18-P11	Bpm:19-P11	Bpm:20-P11	Bpm:21-P11
-178.0	 12.91799875 221.4802546  157.66163583  67.64392043
-163.0	 10.14092973 215.44450327 144.1859432   48.47112987
-148.0	  7.19000185 195.8429713  112.26324418 322.81361338
-133.0	  2.1750178  182.20893815  90.05506852 274.85389657
-118.0	269.16558797 169.37622025  67.3747554  222.72102305
-103.0	356.07788045 153.71644543  39.40713453 157.08966015
-88.0	352.28594917 140.8616175   17.35372875 107.29330398
-73.0	349.19714312 134.27668707   7.32211258  86.6609797 
-58.0	348.7920222  132.11196858   3.32665963  77.16412305
-43.0	350.24070688 135.19267225   8.0623164   86.63598577
-28.0	351.5377803  141.56941175  19.55154372 111.52523753
-13.0	353.1318964  148.21998545  31.9185786  142.34751845
2.0	355.89633137 158.72387647  49.20693915 181.4968868 
17.0	260.09568748 172.73377943  73.93565325 238.44465593
32.0	  2.62435867 188.88642832 102.5343013  305.12260393
47.0	  7.40972853 207.04586745 134.06712287  16.71336312
62.0	 11.2436824  222.60374402 161.3030543   79.05995128
77.0	 13.6943201  233.8628077  181.25065563 125.43626355
92.0	 15.94789077 241.36399787 194.11125132 154.33415178
107.0	 17.1750636  245.67544515 202.01124522 172.17622325
122.0	 18.489303   247.62881418 204.07777357 175.96224925
137.0	 18.45497083 244.98289453 198.84718273 162.66865493
152.0	 17.00065565 239.56965587 189.5955958  141.68270817
167.0	 14.69311468 232.43815568 177.69822637 115.23573253
