Bpm:11-P11	Bpm:12-P11	Bpm:13-P11	Bpm:14-P11
-178.0	340.91715952  94.19155837 234.51017705 180.83427382
-163.0	348.3027186  126.90005443 292.70709182  83.61584423
-148.0	356.19955402 158.31655837 346.76737927 161.66560308
-133.0	 91.16290235 174.6699824   16.7552486  204.80287127
-118.0	  1.90461675 178.71995495  22.67633005 214.88598585
-103.0	358.37319903 167.45814457   4.23179567 184.907043  
-88.0	353.02011065 148.48503073 331.57658337 138.61601205
-73.0	346.5888514  123.89515637 288.83276323  77.5578457 
-58.0	335.08987372  76.9866938  206.48474072 319.50878852
-43.0	323.17094375  29.62737985 123.87538093 201.027145  
-28.0	314.63799995 266.78924507  66.60337775 119.1894374 
-13.0	300.8136287  299.71499583 326.40792805 335.29875125
2.0	293.27920485 269.38133195 274.0505212  260.08923292
17.0	280.48864697 212.29540955 171.167541   112.4250178 
32.0	270.87615917 177.52807565 111.87419085  28.23088028
47.0	262.40982002 137.2712855   39.59802195 284.12237505
62.0	259.33392283 121.07798713  10.05139108 241.6062464 
77.0	259.19068853 121.56124825  11.23255873 243.55824235
92.0	268.01614332 152.51206925  64.16482498 319.0523067 
107.0	281.59181162 205.9996943  157.53694103  93.7111811 
122.0	295.86593585 264.15719552 259.84121657 241.12380935
137.0	308.73202463 319.47404423 186.74258378 112.23358103
152.0	322.72764538  18.1413112  101.11912492 170.35757395
167.0	335.26222175  68.1963954  188.29563848 294.6307978 
