Bpm:23-P11	Bpm:24-P11	Bpm:25-P11
-178.0	36.39482068 21.8875117   8.63964793
-163.0	 35.25210523  15.3174128  351.78579665
-148.0	 32.54013008   5.38632158 327.97430367
-133.0	 30.37554883 358.0739589  310.71382088
-118.0	 27.9736628  344.83872937 276.47437995
-103.0	 25.27734322 333.38932755 248.03750557
-88.0	 21.5119166  324.7428126  230.07128855
-73.0	 19.46942085 313.81031745 201.70500128
-58.0	 17.8172145  303.6533198  175.12426708
-43.0	 21.31457472 305.5897975  173.91233765
-28.0	 14.8526912  298.6516566  165.87185612
-13.0	 15.48426767 298.19297737 163.3084711 
2.0	 16.09483295 301.90223643 172.65591382
17.0	 16.63961745 307.96792548 189.20956377
32.0	 20.57766675 320.26506    217.81796215
47.0	 24.4772639 334.5244898 252.3289026
62.0	 27.12922623 346.7614742  282.9483485 
77.0	 29.9893794  357.99513193 310.7345576 
92.0	 31.72810322   7.47180128 335.27554263
107.0	 33.87730357  15.72761485 355.70915168
122.0	36.1271663  22.37475533 10.5732417 
137.0	37.27496287 25.94201608 18.9247737 
152.0	38.15373187 27.7863459  22.6065669 
167.0	38.2862544  26.58444165 18.79994153
