Bpm:6-P11	Bpm:7-P11	Bpm:8-P11	Bpm:9-P11
-178.0	243.29429577 189.39001402 133.38857977  56.05911202
-163.0	261.94042923 267.76455635 271.70370445 255.15843147
-148.0	279.24774122 343.48809772  45.87272598  90.65629523
-133.0	291.97746225  42.49250745 150.23295535 243.72921705
-118.0	299.13807638  79.4097285  215.86514227 339.63670297
-103.0	300.86842288  92.98319953 240.35943562 105.02091923
-88.0	300.02041575 100.83540295 256.03637647  38.0460658 
-73.0	296.1859126   92.58467043 243.07058665  20.03713942
-58.0	286.18519545  64.87179507 197.30950877 315.95786997
-43.0	275.41900585  30.8421931  139.942886   234.9868464 
-28.0	264.18026697 353.00761362  75.56671093 143.80128425
-13.0	252.58309895 312.5558162    6.2893976   45.39015142
2.0	243.09393262 277.91509973 216.57691902 230.25366167
17.0	229.07922315 225.32862803 215.46812387 190.20162917
32.0	213.6798244  164.72076377 109.72155718  38.88336132
47.0	199.5342402  104.6703181  274.86323493 158.1902156 
62.0	185.0519252   37.62611342 245.09481765  75.51878303
77.0	178.98362673 274.40029857 164.53124958 256.9312129 
92.0	174.2578578  323.12768505 107.30456495 234.7657466 
107.0	174.43199113 310.4813228   87.31397962 194.44592233
122.0	182.19190933 324.23867745 100.30036885 220.48640395
137.0	195.4868769    5.10301158 169.95835827 319.00698805
152.0	210.66572525  59.51692155 264.92857315  93.0701289 
167.0	227.92964128 126.51470892  22.69404555 258.8296504 
