Bpm:14-P11	Bpm:15-P11	Bpm:16-P11	Bpm:16-P11
-178.0	 82.80367988  23.09985305 130.7838588  130.7838588 
-163.0	 76.990951   355.83164933  43.7670588   43.7670588 
-148.0	 68.31065317 331.86813305 336.95892278 336.95892278
-133.0	 61.93789625 297.37120005 223.67518565 223.67518565
-118.0	 57.04486045 280.97657728 175.1649165  175.1649165 
-103.0	 51.69506787 258.2124934  104.00440925 104.00440925
-88.0	 50.3605036  253.73789927  90.55577043  90.55577043
-73.0	 50.17112677 254.01008558  91.9915461   91.9915461 
-58.0	 53.79153393 269.0167232  144.65135138 144.65135138
-43.0	 61.69743297 299.56489515 232.90809583 232.90809583
-28.0	 65.3421473  320.90116837 302.60865738 302.60865738
-13.0	 70.089889   341.54818668   8.78384352   8.78384352
2.0	 79.23353525  13.85252332 105.7064662  105.7064662 
17.0	 88.17159985  49.00863603 213.4826198  213.4826198 
32.0	 95.03366028  79.03509478 308.12736463 308.12736463
47.0	 99.2937465  100.9967647   19.73185678  19.73185678
62.0	102.67726083 115.36166332  64.98921145  64.98921145
77.0	106.039352   125.24235488  93.09869338  93.09869338
92.0	107.05146737 128.1509852  101.3501125  101.3501125 
107.0	105.91094917 123.3259271   86.43781997  86.43781997
122.0	103.59846452 113.7543635   53.55917313  53.55917313
137.0	 99.59257458  95.38796948 178.24026448 178.24026448
152.0	 94.54092357  74.4669795  293.4224391  293.4224391 
167.0	 88.86717167  50.01072643 216.4051204  216.4051204 
