Bpm:19-P11	Bpm:20-P11	Bpm:21-P11	Bpm:21-P11
-178.0	250.00845285 221.682815   238.6708369  238.6708369 
-163.0	251.55258125 230.35116527 268.8833766  268.8833766 
-148.0	252.63088945 234.25598093 281.87113905 281.87113905
-133.0	255.82777345 243.80845595 310.78399608 310.78399608
-118.0	255.2015529  241.40890455 303.4291987  303.4291987 
-103.0	256.42199663 243.21107425 307.05949352 307.05949352
-88.0	254.66006418 236.30081125 284.90405222 284.90405222
-73.0	253.92068427 231.36561538 267.66924997 267.66924997
-58.0	250.6847987  217.66923472 222.25122022 222.25122022
-43.0	248.08309895 208.9463649  194.99674945 194.99674945
-28.0	246.41990613 198.94523563 159.77224685 159.77224685
-13.0	243.49699345 187.65568487 122.75491285 122.75491285
2.0	240.29873597 178.32266187  95.02253673  95.02253673
17.0	237.3068843  164.17515522  47.07394355  47.07394355
32.0	235.0509791  154.63778627  15.56460523  15.56460523
47.0	232.64057878 147.1946864  352.6134791  352.6134791 
62.0	231.1517939  143.72671458 343.05482427 343.05482427
77.0	230.99455215 145.32261615 349.62712038 349.62712038
92.0	232.2515254  151.58029122  10.75204415  10.75204415
107.0	233.56686337 157.80198615  31.57923848  31.57923848
122.0	236.0176386 169.0989528  69.304092   69.304092 
137.0	239.3541865  182.76168782 114.17829845 114.17829845
152.0	242.0669856  195.1482234  155.39913895 155.39913895
167.0	245.07751418 206.98530528 194.28456063 194.28456063
