Bpm:17-P11	Bpm:18-P11	Bpm:19-P11	Bpm:20-P11
-178.0	164.047851   349.74124097 165.91456555  69.75700323
-163.0	160.92031808 337.1963649  143.99725297  38.56613108
-148.0	157.60780283 321.31961015 115.52989147 177.53466745
-133.0	153.6428371  304.4932246   86.00729322 315.11370805
-118.0	149.1100153  289.05551103  59.81671087 278.0499567 
-103.0	145.27262825 277.48471018  41.21740675 242.6065516 
-88.0	138.71076917 263.30039937  12.26074165 211.61274675
-73.0	136.75451613 248.57185313 351.23702952 181.2104182 
-58.0	135.79376175 241.39448497 337.88040112 161.67713872
-43.0	137.86207523 243.2562556  339.39294387 162.90650885
-28.0	140.45223943 250.6295924  351.4102015  179.64912367
-13.0	137.80247453 253.57228037 179.94712788 193.77918962
2.0	139.08966027 262.36340285  12.97924747 220.1807093 
17.0	149.4622645  283.20007275  50.70574898 273.1983943 
32.0	145.86451675 294.51104682  73.3914179  299.85932875
47.0	153.81903025 318.14964248 112.48709047 264.5467982 
62.0	157.93862865 335.12036085 142.29052692  37.30421392
77.0	163.7433924  351.3585658  169.05541948  74.36769057
92.0	159.0292963  352.77799948 176.68830823  88.18464615
107.0	169.95107988  11.03919925 202.40661565 121.6841578 
122.0	166.99699357   9.82397408 202.72384595 123.27236883
137.0	164.13478037   7.13960212 200.5613245  121.50453137
152.0	166.10188245   4.97749285 194.35858105 111.3322901 
167.0	167.8016048  332.62976028 181.90489142  91.81521552
