Bpm:20-P11	Bpm:21-P11	Bpm:21-P11	Bpm:22-P11
-178.0	234.03501833 244.59397845 244.59397845 303.3246913 
-163.0	235.8209834  268.43444775 268.43444775 336.21762038
-148.0	238.49313302 295.2301021  295.2301021   12.9258266 
-133.0	241.5485682  323.6807093  323.6807093   51.87167305
-118.0	243.6661829  343.29020635 343.29020635  78.75947515
-103.0	245.79396002 182.36618    182.36618    104.87205458
-88.0	246.81321667  15.5733943   15.5733943  123.10757392
-73.0	248.19227548  24.12927198  24.12927198 134.6119075 
-58.0	248.54727123  26.6331935   26.6331935  138.00846807
-43.0	248.63392588  24.46009773  24.46009773 134.78123422
-28.0	248.50360058  18.48422195  18.48422195 126.40745498
-13.0	248.07678178   6.92893932   6.92893932 110.30410715
2.0	245.5386653  347.64285237 347.64285237  84.12039132
17.0	243.88467363 325.93359328 325.93359328  54.1268916 
32.0	240.96546887 299.52232312 299.52232312  18.26628068
47.0	238.4776148  273.16310075 273.16310075 342.1244197 
62.0	235.77030888 248.4650111  248.4650111  308.57890265
77.0	234.20709183 229.3401485  229.3401485  282.33695932
92.0	232.12559447 212.05645698 212.05645698 258.9764552 
107.0	231.0559382 201.7689968 201.7689968 244.9610591
122.0	230.44619702 198.30459543 198.30459543 240.21427865
137.0	229.92668102 199.04727123 199.04727123 241.42044017
152.0	229.7977291  207.1995387  207.1995387  252.76094005
167.0	231.24710035 222.90641723 222.90641723 274.11492867
