Bpm:13-P11	Bpm:14-P11	Bpm:15-P11	Bpm:16-P11
-178.0	107.5752406   69.36671402  92.16897538  88.65747025
-163.0	103.00671338  51.38401747 240.8413233  200.11376907
-148.0	 95.9591212   26.0888209  287.54969727 196.19398453
-133.0	 87.7410731  338.67045543 204.40200748  98.31349137
-118.0	 76.7705379  304.7790065  144.55274918 330.85945083
-103.0	 66.53869572 269.6583247   84.71722368 202.0095973 
-88.0	 57.38859503 226.42767288   9.21917673  33.89213505
-73.0	 49.58912605 187.92718452 298.79255625 235.84680125
-58.0	 42.55938672 161.57414195 253.28361462 136.65742438
-43.0	 38.3902125  148.03362995 230.38604682  87.66773935
-28.0	 37.1568598  144.33906502 224.1621547   74.34956313
-13.0	 39.1317897  151.3335109  236.14384415 100.1045375 
2.0	 41.5059352  162.0645442  255.16900585 142.22625683
17.0	 47.83048955 188.55299335 301.60313365 244.53121898
32.0	 62.37460287 247.59846447  44.79386847 111.8224177 
47.0	 77.1698909  306.0442195  146.6235347  155.14713995
62.0	 86.3681941  172.03738358 211.16876167 206.9692379 
77.0	 95.56127885  24.95530645 285.59783888 282.32789562
92.0	102.517547   53.344253  335.2586512  31.3047174
107.0	108.56373552  76.70036272  15.65606635 119.7077174 
122.0	112.12824963  90.99591012  40.4769282  174.15664617
137.0	114.6438441   97.79946847  51.66801402 197.46771193
152.0	112.22204537  91.58669993  41.64779605 176.68981883
167.0	111.5572352   83.05100968  25.33941605 138.63015695
